customer_id,customer_type_business,annual_income,account_age_days,risk_rating_high,total_transactions,total_volume,avg_transaction_amount,max_transaction_amount,std_transaction_amount,transaction_date_range_days,num_deposits,num_withdrawals,deposit_withdrawal_ratio,total_deposits,total_withdrawals,num_cash_txns,num_wire_txns,pct_cash,pct_wire,total_cash_amount,num_intl_txns,num_high_risk_country_txns,pct_intl,total_intl_amount,num_just_under_10k,pct_just_under_10k,num_rapid_sequence_txns,avg_days_between_txns,volume_to_income_ratio,num_unique_counterparties,num_unique_locations,is_suspicious,typology,risk_score
13,0,22045.43,2995,0,126,139789.64,1109.4415873015873,1997.3,597.953626096757,354,12,114,0.10434782608695652,22103.620000000003,117686.02,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,53,2,6.340692801510268,125,114,0,normal,0.0013952393
14,1,124426.3,1648,0,140,251524.66999999998,1796.6047857142855,10882.65,2700.9195248782034,355,12,128,0.09302325581395349,124767.72,126756.95000000001,0,12,0.0,0.08571428571428572,0.0,0,0,0.0,0.0,2,0.014285714285714285,55,2,2.021458875986218,140,129,0,normal,0.0013952393
15,1,461297.14,3906,0,129,590021.6599999999,4573.811317829457,40229.08,10868.342538103167,358,12,117,0.1016949152542373,459794.74000000005,130226.91999999998,0,12,0.0,0.09302325581395349,0.0,0,0,0.0,0.0,0,0.0,54,2,1.279046258456624,128,118,0,normal,0.0013952393
16,0,250962.91,2052,0,128,376235.65,2939.341015625,21835.75,5805.744044627468,358,12,116,0.10256410256410256,250088.1,126147.54999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,53,2,1.4991623696012706,128,117,0,normal,0.0013952393
17,0,103452.82,2326,0,117,220288.77,1882.81,9016.81,2366.989664233804,359,12,105,0.11320754716981132,103916.15999999999,116372.61,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.10256410256410256,47,3,2.1293439913576897,117,106,0,normal,0.0013952393
18,1,60436.19,3622,0,129,184900.90000000002,1433.3403100775195,5270.21,1295.528826759763,356,12,117,0.1016949152542373,61117.91999999999,123782.98000000001,0,12,0.0,0.09302325581395349,0.0,0,0,0.0,0.0,0,0.0,56,2,3.059389425616909,129,118,0,normal,0.0013952393
19,0,34277.09,2765,0,125,139016.85,1112.1348,2959.76,775.3975671120112,358,12,113,0.10526315789473684,34073.59,104943.26,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,50,2,4.055559980150586,124,114,0,normal,0.0013952393
20,1,227286.37,3757,0,125,344060.0399999999,2752.480319999999,19859.03,5389.025907946861,355,12,113,0.10526315789473684,229476.91,114583.13,0,12,0.0,0.096,0.0,0,0,0.0,0.0,0,0.0,54,2,1.513766647042464,125,114,0,normal,0.0013952393
21,0,168068.3,2077,0,102,251459.61,2465.290294117647,14623.71,4262.51009576005,351,12,90,0.13186813186813187,167751.51,83708.1,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,42,3,1.4961662242896234,102,90,0,normal,0.0013952393
22,1,20000.0,1208,0,124,129649.79000000001,1045.5628225806452,1978.23,551.1187794280918,353,12,112,0.10619469026548672,20269.15,109380.64,0,12,0.0,0.0967741935483871,0.0,0,0,0.0,0.0,0,0.0,47,2,6.482165391730414,124,113,0,normal,0.0013952393
23,0,248222.01,3399,1,50,467310.33,9346.2066,23718.11,8010.417665259947,355,17,33,0.5,257620.91999999998,209689.41,0,30,0.0,0.6,0.0,0,0,0.0,0.0,7,0.14,18,7,1.8826229284706522,28,20,1,third_party_payments,0.9874528
24,0,150169.9,3124,0,134,282185.37,2105.8609701492537,12996.5,3318.526568244885,345,12,122,0.0975609756097561,150318.06999999998,131867.3,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,1.879094884561523,133,123,0,normal,0.0013952393
25,0,35455.45,1741,0,111,141580.43,1275.4993693693693,3101.71,814.4691681159067,356,12,99,0.12,36026.83,105553.59999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,40,3,3.993079679437733,111,100,0,normal,0.0013952393
26,0,196657.7,3843,0,133,310902.12,2337.60992481203,16831.42,4468.498439512427,352,12,121,0.09836065573770492,196462.33000000002,114439.79000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,61,2,1.5809222780380425,132,122,0,normal,0.0013952393
27,0,128435.67,3927,0,125,239833.81000000006,1918.6704800000005,11179.34,2934.5721340767495,354,12,113,0.10526315789473684,128785.68000000001,111048.12999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,1.8673312691772534,124,114,0,normal,0.0013952393
28,1,33981.09,3870,0,157,191391.5,1219.0541401273886,2970.29,705.9269340986748,359,12,145,0.0821917808219178,34656.65,156734.84999999998,0,12,0.0,0.07643312101910828,0.0,0,0,0.0,0.0,0,0.0,70,2,5.632128571256212,157,145,0,normal,0.0013952393
29,0,67820.1,3424,0,133,201465.36,1514.7771428571427,5928.35,1415.8110856633484,357,12,121,0.09836065573770492,68155.65000000001,133309.70999999996,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,61,2,2.970541026317768,133,122,0,normal,0.0013952393
30,1,127825.71,2328,1,50,422444.43,8448.8886,24583.53,6990.700065959939,352,18,32,0.5454545454545454,228829.72,193614.71000000002,0,33,0.0,0.66,0.0,0,0,0.0,0.0,5,0.1,18,7,3.304821269357554,27,19,1,third_party_payments,0.9874528
31,0,66094.25,3901,0,136,185254.06,1362.162205882353,5723.69,1404.4687132043607,353,12,124,0.096,66178.2,119075.85999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,64,2,2.802834696895768,136,123,0,normal,0.0013952393
32,0,53302.5,968,0,146,183786.55,1258.8119863013699,4636.96,1104.2109256475756,355,12,134,0.08888888888888889,53290.92,130495.63,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,71,2,3.4479264963839147,145,135,0,normal,0.0013952393
33,1,71172.48,868,0,147,217113.99,1476.9659183673468,6126.8,1446.145331740463,357,12,135,0.08823529411764706,71533.83,145580.16000000003,0,12,0.0,0.08163265306122448,0.0,0,0,0.0,0.0,0,0.0,63,2,3.0504900139771163,147,135,0,normal,0.0013952393
34,0,143082.59,1332,0,138,262076.57,1899.1055797101449,12240.51,3090.8899164279433,356,12,126,0.09448818897637795,140612.07,121464.5,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,66,2,1.8316326141942623,136,127,0,normal,0.0013952393
35,1,109381.15,1597,0,114,217846.63,1910.935350877193,9509.43,2515.2285242449725,353,12,102,0.11650485436893204,108578.37,109268.25999999998,0,12,0.0,0.10526315789473684,0.0,0,0,0.0,0.0,12,0.10526315789473684,38,3,1.991610422724366,114,103,0,normal,0.0013952393
36,1,22058.03,2618,0,125,135975.08,1087.80064,1982.62,628.7978784653224,345,12,113,0.10526315789473684,22117.369999999995,113857.70999999999,0,12,0.0,0.096,0.0,0,0,0.0,0.0,0,0.0,52,2,6.1641459302607595,125,114,0,normal,0.0013952393
37,0,43794.75,3514,0,148,192603.22,1301.3731081081082,3825.97,876.4934582297382,357,12,136,0.08759124087591241,43924.659999999996,148678.56,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,68,2,4.397760513291815,146,136,0,normal,0.0013952393
38,1,44407.14,1082,0,135,176323.55000000002,1306.1003703703705,3871.37,922.0463374897273,354,12,123,0.0967741935483871,44601.60999999999,131721.94,0,12,0.0,0.08888888888888889,0.0,0,0,0.0,0.0,0,0.0,58,2,3.9705231968733665,135,124,0,normal,0.0013952393
39,1,130260.46,3002,1,50,437611.39,8752.2278,24373.99,7199.3466556232615,315,17,33,0.5,232201.58,205409.81,0,32,0.0,0.64,0.0,0,0,0.0,0.0,3,0.06,21,6,3.3594847624155295,28,20,1,third_party_payments,0.9874528
40,0,37367.32,2876,0,128,157172.96999999997,1227.9138281249998,3236.99,820.3734380109412,357,12,116,0.10256410256410256,37440.09,119732.87999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,52,2,4.206048599455367,127,117,0,normal,0.0013952393
41,1,20654.21,2473,0,140,142334.65000000002,1016.6760714285716,1981.88,581.3712241986027,357,12,128,0.09302325581395349,20604.480000000003,121730.16999999998,0,12,0.0,0.08571428571428572,0.0,0,0,0.0,0.0,0,0.0,59,2,6.890980532272488,140,129,0,normal,0.0013952393
42,0,178818.72,3484,0,140,314845.66000000003,2248.8975714285716,15624.22,3992.002025832784,357,12,128,0.09302325581395349,181462.2,133383.46,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,67,2,1.760687579647256,139,129,0,normal,0.0013952393
43,1,54697.73,3640,0,155,192380.37,1241.1636774193548,4774.75,1135.6020229090338,359,12,143,0.08333333333333333,55450.08,136930.29,0,12,0.0,0.07741935483870968,0.0,0,0,0.0,0.0,0,0.0,69,2,3.517090250541466,154,144,0,normal,0.0013952393
44,0,47773.68,1340,0,117,150922.93,1289.9395726495725,4170.0,1100.1110362997952,357,12,105,0.11320754716981132,48749.81,102173.12,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,49,3,3.159056847685845,116,106,0,normal,0.0013952393
45,0,20000.0,3366,0,120,134396.53,1119.9710833333334,1979.26,600.8567482525808,357,12,108,0.11009174311926606,19879.25,114517.28000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,45,3,6.719490525473726,120,109,0,normal,0.0013952393
46,1,113128.51,2603,0,138,244310.46000000002,1770.3656521739133,9749.5,2418.799842017318,357,12,126,0.09448818897637795,112355.92000000001,131954.54,0,12,0.0,0.08695652173913043,0.0,0,0,0.0,0.0,12,0.08695652173913043,65,2,2.1595643789140433,138,127,0,normal,0.0013952393
47,0,59263.57,3941,0,118,164517.61,1394.2170338983049,5156.04,1311.4476308604235,354,12,106,0.11214953271028037,59009.189999999995,105508.42,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,41,3,2.775985888364667,118,105,0,normal,0.0013952393
48,1,199387.62,2252,0,152,341920.58999999997,2249.4775657894734,17305.04,4275.018959313831,358,12,140,0.0851063829787234,200232.56999999998,141688.02000000002,0,12,0.0,0.07894736842105263,0.0,0,0,0.0,0.0,0,0.0,73,2,1.7148450598634966,152,141,0,normal,0.0013952393
49,0,20000.0,721,0,115,133666.16,1162.3144347826087,1997.12,557.5792065662711,352,12,103,0.11538461538461539,20032.56,113633.6,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,45,3,6.682973851307435,115,103,0,normal,0.0013952393
50,1,111929.6,3448,0,130,236525.22999999998,1819.424846153846,9693.68,2431.2138032567395,346,12,118,0.10084033613445378,110943.3,125581.92999999998,0,12,0.0,0.09230769230769231,0.0,0,0,0.0,0.0,12,0.09230769230769231,57,2,2.1131418039392265,130,119,0,normal,0.0013952393
51,1,32293.99,1505,0,148,183262.53,1238.2603378378378,2803.29,712.0015730648521,341,12,136,0.08759124087591241,31975.350000000002,151287.18,0,12,0.0,0.08108108108108109,0.0,0,0,0.0,0.0,0,0.0,68,2,5.674642723221155,148,137,0,normal,0.0013952393
52,1,56188.67,558,0,132,187046.46000000002,1417.0186363636365,4906.16,1148.3782438704907,357,12,120,0.09917355371900827,56118.2,130928.26000000001,0,12,0.0,0.09090909090909091,0.0,0,0,0.0,0.0,0,0.0,55,2,3.328840692604175,132,119,0,normal,0.0013952393
53,0,189606.71,1216,0,129,310907.69,2410.1371317829457,16537.75,4376.707046421144,356,12,117,0.1016949152542373,190977.61,119930.08000000002,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,1.6397418121868568,128,118,0,normal,0.0013952393
54,0,130133.22,1965,1,57,5099654.5200000005,89467.62315789475,170960.05,68307.1434210823,284,24,33,0.7058823529411765,3067123.8099999996,2032530.71,0,37,0.0,0.6491228070175439,0.0,29,11,0.5087719298245614,3936739.5700000008,0,0.0,15,5,39.187651948887854,57,20,1,layering,0.9874528
55,0,108952.73,475,0,129,231145.94,1791.828992248062,9477.88,2423.9527290582905,357,12,117,0.1016949152542373,109658.63999999998,121487.3,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.09302325581395349,51,2,2.1215055234914857,129,116,0,normal,0.0013952393
56,1,27779.19,1803,0,145,158381.45,1092.2858620689656,2421.86,628.56886726978,355,12,133,0.08955223880597014,28325.480000000003,130055.97,0,12,0.0,0.08275862068965517,0.0,0,0,0.0,0.0,0,0.0,63,2,5.70123710456984,143,133,0,normal,0.0013952393
57,0,39034.42,1949,0,130,152306.46,1171.5881538461538,3386.65,851.6608793645369,354,12,118,0.10084033613445378,39481.03,112825.43000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,54,2,3.901750256561861,129,119,0,normal,0.0013952393
58,0,20000.0,3381,0,124,139227.79999999996,1122.8048387096771,1969.16,565.1423752672755,358,12,112,0.10619469026548672,20107.75,119120.04999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,54,2,6.9610419479026024,124,113,0,normal,0.0013952393
59,1,166963.82,3155,1,44,253736.82000000004,5766.74590909091,14514.91,4265.56197754807,59,26,18,1.368421052631579,236742.03000000003,16994.79,24,2,0.5454545454545454,0.045454545454545456,208822.55,0,0,0.0,0.0,24,0.5454545454545454,32,1,1.51970229417191,20,24,1,structuring,0.9874528
60,0,291387.27,2500,0,125,407349.31999999995,3258.7945599999994,25445.8,6888.831602998097,358,12,113,0.10526315789473684,290935.33999999997,116413.98000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,50,2,1.3979605973843763,123,113,0,normal,0.0013952393
61,1,56069.86,2967,0,130,176812.94,1360.0995384615385,4863.67,1190.7659435476662,353,12,118,0.10084033613445378,55576.52,121236.42000000001,0,12,0.0,0.09230769230769231,0.0,0,0,0.0,0.0,0,0.0,62,2,3.153383771891496,129,119,0,normal,0.0013952393
62,0,71659.92,1698,0,131,192086.38999999998,1466.308320610687,6263.12,1524.5459295915232,359,12,119,0.1,71719.50000000001,120366.89,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,57,2,2.6804901472099436,131,119,0,normal,0.0013952393
63,0,32521.2,1198,1,30,970589.71,32352.99033333333,132805.83,47308.96057293203,122,7,23,0.2916666666666667,483420.19999999995,487169.51,0,10,0.0,0.3333333333333333,0.0,10,10,0.3333333333333333,944782.2199999997,0,0.0,11,4,29.843913080910884,30,20,1,rapid_movement,0.9874528
64,0,62775.97,3611,0,139,179927.24,1294.4405755395683,5471.48,1339.6614545142593,358,12,127,0.09375,62846.299999999996,117080.94000000002,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,52,2,2.86613450760685,137,128,0,normal,0.0013952393
65,1,40844.68,2094,0,128,152179.28999999998,1188.9007031249998,3519.5,913.2109223164626,358,12,116,0.10256410256410256,40666.909999999996,111512.38000000002,0,12,0.0,0.09375,0.0,0,0,0.0,0.0,0,0.0,44,2,3.7257132210799275,128,117,0,normal,0.0013952393
66,1,80963.19,735,1,70,361838.35000000003,5169.119285714286,8861.85,2752.576045820373,135,52,18,2.736842105263158,341679.5400000001,20158.809999999998,50,2,0.7142857142857143,0.02857142857142857,328329.25999999995,0,0,0.0,0.0,25,0.35714285714285715,50,1,4.4691159140849805,25,25,1,smurfing,0.9874528
67,0,74799.22,1124,1,60,10822029.430000002,180367.1571666667,490588.27,157786.32593664184,345,22,38,0.5641025641025641,5547158.5200000005,5274870.91,0,40,0.0,0.6666666666666666,0.0,40,40,0.6666666666666666,10788658.740000002,0,0.0,23,5,144.6791123074237,60,20,1,shell_company,0.9874528
68,0,284253.85,848,0,127,392531.08999999997,3090.795984251968,24609.85,6574.904008781851,354,12,115,0.10344827586206896,279532.87,112998.22000000002,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,47,2,1.380912550832466,127,116,0,normal,0.0013952393
69,1,168845.51,3422,0,149,307474.16000000003,2063.5849664429534,14556.15,3621.1954758293646,356,12,137,0.08695652173913043,169563.96,137910.2,0,12,0.0,0.08053691275167785,0.0,0,0,0.0,0.0,0,0.0,65,2,1.8210276303608526,148,138,0,normal,0.0013952393
70,0,100963.92,3260,1,44,240139.94,5457.725909090909,9631.31,3688.791461112104,57,26,18,1.368421052631579,219323.02000000005,20816.920000000002,24,0,0.5454545454545454,0.0,202364.40000000002,0,0,0.0,0.0,26,0.5909090909090909,33,1,2.3784492673296826,20,24,1,structuring,0.9874528
71,0,68222.18,1788,0,125,178977.48999999996,1431.8199199999997,5968.76,1522.2404077757612,358,12,113,0.10526315789473684,69146.6,109830.89000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,54,2,2.623411720180736,125,114,0,normal,0.0013952393
72,0,35834.16,1530,0,145,169300.76,1167.5914482758621,3105.61,785.7223017637085,350,12,133,0.08955223880597014,36102.28,133198.48,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,72,2,4.7244315359551905,145,134,0,normal,0.0013952393
73,0,25435.36,1727,0,132,154843.55000000002,1173.057196969697,2206.1,613.6621056646111,358,12,120,0.09917355371900827,25740.17,129103.38,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,48,2,6.087488540026954,132,121,0,normal,0.0013952393
74,0,80942.96,1706,0,128,201321.45,1572.823828125,7059.5,1730.8642472981508,359,12,116,0.10256410256410256,80016.13000000002,121305.31999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,2,0.015625,50,2,2.4871707536918133,128,116,0,normal,0.0013952393
75,0,86549.59,3932,0,119,179301.12999999998,1506.7321848739493,7475.1,1976.0945778938888,358,12,107,0.1111111111111111,85978.36000000002,93322.77,0,0,0.0,0.0,0.0,0,0,0.0,0.0,10,0.08403361344537816,45,3,2.0716338271062043,119,107,0,normal,0.0013952393
76,0,51079.85,3154,1,28,1714231.54,61222.555,289117.62,104375.05437601928,324,6,22,0.2608695652173913,876629.6900000001,837601.8500000001,0,8,0.0,0.2857142857142857,0.0,8,8,0.2857142857142857,1687502.7499999998,0,0.0,9,12,33.55918196349513,28,20,1,round_tripping,0.9874528
77,0,471662.27,2058,0,144,610833.5800000001,4241.899861111112,40927.6,10580.293705243506,357,12,132,0.09022556390977443,469726.43,141107.15000000002,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,68,2,1.2950628527847845,141,133,0,normal,0.0013952393
78,0,21566.18,524,0,141,143005.21999999997,1014.2214184397161,1981.24,590.9728599927189,358,12,129,0.09230769230769231,21514.41,121490.80999999998,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,6.630686997558326,141,129,0,normal,0.0013952393
79,0,54444.56,1852,0,152,199924.90999999997,1315.2954605263155,4751.84,1108.7707013761908,348,12,140,0.0851063829787234,54489.36,145435.55,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,72,2,3.6720149448366404,151,141,0,normal,0.0013952393
80,0,41920.64,3258,0,132,161597.34,1224.2222727272726,3665.16,906.1772927827648,358,12,120,0.09917355371900827,42137.329999999994,119460.01,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,58,2,3.8547475718984274,132,121,0,normal,0.0013952393
81,1,61526.82,1914,0,121,171217.04,1415.0168595041323,5381.95,1364.8290347610289,356,12,109,0.10909090909090909,61793.04,109423.99999999997,0,12,0.0,0.09917355371900827,0.0,0,0,0.0,0.0,0,0.0,48,2,2.782758108445903,121,109,0,normal,0.0013952393
82,0,101661.27,3102,0,130,223896.38,1722.2798461538462,8693.4,2209.356400788916,355,12,118,0.10084033613445378,101064.67,122831.71,0,0,0.0,0.0,0.0,0,0,0.0,0.0,12,0.09230769230769231,57,2,2.2023547182253553,129,119,0,normal,0.0013952393
83,1,122236.38,3417,0,132,233184.23,1766.547196969697,10688.67,2743.428993263698,359,12,120,0.09917355371900827,122685.15,110499.08,0,12,0.0,0.09090909090909091,0.0,0,0,0.0,0.0,4,0.030303030303030304,56,2,1.9076343913784801,132,118,0,normal,0.0013952393
84,0,22114.79,882,0,121,135827.09999999998,1122.5380165289255,1973.98,603.3316845078112,354,12,109,0.10909090909090909,21971.010000000002,113856.09000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,44,2,6.1416345516031745,121,110,0,normal,0.0013952393
85,0,71604.95,1171,0,140,200182.11,1429.872214285714,6254.81,1500.8694283556981,357,12,128,0.09302325581395349,71855.68,128326.43000000002,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,53,2,2.795607208618837,140,129,0,normal,0.0013952393
86,1,27568.98,784,0,106,120097.95,1132.9995283018868,2389.18,695.3756026238893,358,12,94,0.12631578947368421,27426.950000000004,92671.0,0,12,0.0,0.11320754716981132,0.0,0,0,0.0,0.0,0,0.0,32,3,4.356113062105957,106,95,0,normal,0.0013952393
87,0,603212.83,530,0,130,725907.6199999999,5583.904769230769,52216.85,14151.610077368396,354,12,118,0.10084033613445378,596889.7699999999,129017.84999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,57,2,1.2034001607688602,129,119,0,normal,0.0013952393
88,0,72663.85,1328,1,36,1207634.2500000002,33545.39583333334,204664.76,51374.07904110362,367,10,26,0.37037037037037035,953127.7200000001,254506.53000000003,0,16,0.0,0.4444444444444444,0.0,16,4,0.4444444444444444,1174683.8199999998,0,0.0,6,10,16.619235435014318,36,20,1,trade_based,0.9874528
89,0,129371.57,1860,0,131,238144.09000000003,1817.8938167938934,11155.81,2877.6076606612114,357,12,119,0.1,128151.16,109992.93000000001,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,57,2,1.840761840009826,128,119,0,normal,0.0013952393
90,0,24370.18,2629,0,120,139142.3,1159.5191666666665,2084.71,589.6919369069593,357,12,108,0.11009174311926606,23963.43,115178.86999999998,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,46,3,5.709296800565257,120,109,0,normal,0.0013952393
91,1,111979.38,1588,0,123,224572.16999999998,1825.79,9562.59,2501.840392329575,355,12,111,0.10714285714285714,110783.04000000001,113789.13,0,12,0.0,0.0975609756097561,0.0,0,0,0.0,0.0,12,0.0975609756097561,46,2,2.0054599743276453,122,111,0,normal,0.0013952393
92,1,64585.56,2938,0,147,201674.95,1371.9384353741498,5626.95,1298.6866360081501,357,12,135,0.08823529411764706,64192.770000000004,137482.18,0,12,0.0,0.08163265306122448,0.0,0,0,0.0,0.0,0,0.0,67,2,3.1225528964539992,145,136,0,normal,0.0013952393
93,0,52757.36,3862,0,123,169603.84,1378.8930081300812,4529.5,1110.428059274658,351,12,111,0.10714285714285714,52918.770000000004,116685.06999999999,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,47,2,3.2147291917337837,123,111,0,normal,0.0013952393
94,1,25480.6,704,0,137,149905.16999999998,1094.198321167883,2225.55,642.2535746581185,355,12,125,0.09523809523809523,25720.610000000004,124184.56000000001,0,12,0.0,0.08759124087591241,0.0,0,0,0.0,0.0,0,0.0,59,2,5.882879018585959,137,126,0,normal,0.0013952393
95,1,119808.05,644,0,121,229385.54,1895.74826446281,10390.27,2756.165180685741,357,12,109,0.10909090909090909,119830.59,109554.95,0,12,0.0,0.09917355371900827,0.0,0,0,0.0,0.0,6,0.049586776859504134,49,2,1.9145927623998353,120,108,0,normal,0.0013952393
96,0,599233.79,659,1,28,1624497.53,58017.76892857143,270797.09,90282.01134393645,310,6,22,0.2608695652173913,871132.73,753364.8,0,8,0.0,0.2857142857142857,0.0,8,8,0.2857142857142857,1505056.6099999999,0,0.0,10,11,2.7109532976214545,28,20,1,round_tripping,0.9874528
